54.7, 89.7
23.4, 20.2
37.2, 87.9
35.6, 12.7
65.7, 86.8
83.1, 72.4
18.8, 25.0
70.6, 84.3
88.7, 40.0
86.4, 66.6
90.0, 50.8
10.8, 42.1
31.1, 14.7
82.9, 27.2
74.4, 18.3
89.8, 46.1
88.8, 59.9
40.1, 88.8
68.1, 14.3
14.2, 67.8
59.1, 11.0
84.2, 70.7
58.1, 89.2
73.8, 82.2
56.7, 89.4
18.2, 74.2
34.1, 13.3
26.5, 82.4
15.3, 30.2
39.7, 11.4
65.9, 86.7
83.5, 28.2
17.6, 26.5
64.8, 87.2
10.0, 49.7
51.7, 90.0
35.3, 87.2
53.7, 89.8
76.8, 79.7
77.6, 78.9
21.9, 78.5
49.8, 10.0
31.4, 14.6
75.0, 18.7
10.6, 56.8
52.9, 89.9
72.4, 16.9
24.3, 19.4
12.7, 64.3
11.3, 60.3
21.5, 78.1
25.2, 18.6
14.0, 32.6
10.8, 42.0
17.7, 26.5
11.1, 59.3
55.4, 89.6
89.5, 56.4
47.4, 89.9
49.6, 10.0
70.1, 84.6
12.9, 35.0
88.7, 60.1
56.2, 10.5
20.0, 23.5
38.6, 88.3
76.6, 79.8
24.4, 19.2
46.7, 10.1
10.1, 52.7
70.9, 84.1
64.6, 87.3
65.3, 13.0
48.9, 10.0
83.1, 27.5
48.6, 90.0
85.6, 68.3
47.7, 89.9
86.2, 33.1
83.3, 72.1
85.8, 32.2
39.5, 88.6
85.0, 30.6
11.2, 59.6
10.4, 44.0
84.0, 71.1
10.0, 51.8
22.3, 21.1
45.2, 10.3
61.9, 88.2
72.0, 83.4
34.1, 13.3
89.6, 55.8
58.3, 89.1
88.9, 40.6
71.9, 83.4
87.9, 37.1
15.4, 70.0
16.9, 27.5
87.5, 63.8
37.3, 12.1
87.7, 63.4
83.2, 27.7
66.5, 86.4
23.6, 20.0
17.9, 73.9
10.1, 47.9
10.7, 57.3
88.5, 60.7
10.1, 46.8
30.2, 84.7
83.8, 71.5
15.5, 70.2
82.6, 73.2
25.7, 18.2
83.9, 71.2
55.8, 10.4
30.9, 85.1
48.9, 90.0
34.0, 86.6
63.0, 87.8
18.5, 74.6
54.2, 89.8
86.0, 32.5
11.8, 38.2
62.9, 12.1
55.2, 10.3
70.8, 84.1
67.6, 85.9
39.3, 88.5
42.0, 89.2
18.9, 24.9
47.2, 89.9
53.9, 89.8
55.5, 89.6
12.6, 64.1
24.1, 19.5
89.3, 42.8
27.2, 17.1
70.6, 84.3
62.9, 87.9
89.7, 55.1
88.1, 37.7
12.0, 37.7
19.0, 75.2
64.3, 87.3
42.0, 89.2
89.9, 52.3
79.2, 77.3
65.7, 86.8
31.4, 85.4
89.8, 45.7
87.8, 63.1
35.4, 12.8
62.5, 12.0
81.4, 74.8
22.5, 20.9
84.8, 69.8
37.3, 87.9
44.8, 10.3
29.7, 15.5
35.5, 12.7
85.7, 68.0
26.4, 82.3
50.9, 90.0
13.2, 34.2
20.8, 77.3
89.5, 44.0
66.5, 86.4
42.6, 89.3
68.7, 14.6
56.7, 10.6
17.2, 72.9
82.1, 26.1
80.3, 23.8
84.7, 69.9
42.5, 89.3
18.4, 25.5
34.0, 13.3
11.1, 59.3
41.3, 89.0
10.6, 56.6
87.3, 35.5
90.0, 49.0
47.9, 89.9
22.3, 78.9
17.9, 73.8
31.9, 85.7
29.0, 84.1
10.2, 45.8
83.5, 71.9
36.3, 12.4
85.8, 32.2
79.7, 76.8
12.1, 37.4
12.2, 63.0
30.1, 15.3
88.6, 60.4
19.9, 76.3
28.7, 83.8
48.1, 90.0
70.1, 84.6
89.7, 54.8
10.4, 55.8
59.4, 88.9
10.1, 46.7
36.7, 12.3
23.3, 79.8
21.7, 21.7
67.7, 85.8
10.1, 52.1
79.9, 76.5
69.4, 15.0
31.5, 85.5
52.8, 10.1
61.0, 88.4
13.4, 33.9
85.6, 31.8
45.3, 89.7
41.6, 10.9
29.7, 84.5
60.4, 11.4
10.9, 41.3
67.8, 85.8
88.8, 59.7
63.5, 12.4
47.6, 89.9
89.3, 57.6
54.6, 10.3
86.1, 67.2
58.2, 10.9
16.6, 27.9
87.4, 64.3
57.0, 89.4
64.9, 87.1
28.3, 83.6
87.4, 35.8
86.7, 34.0
10.1, 47.8
81.6, 25.5
80.8, 75.5
89.7, 45.1
12.3, 36.5
79.9, 76.5
13.3, 65.9
10.3, 44.7
52.7, 10.1
22.6, 79.1
69.5, 15.1
61.5, 88.3
52.5, 89.9
28.1, 83.5
29.8, 84.5
75.3, 81.0
26.6, 17.5
45.0, 89.7
77.2, 20.7
86.6, 33.8
63.0, 12.2
70.1, 15.4
27.3, 83.0
71.0, 16.0
80.8, 24.4
25.7, 81.8
30.9, 85.1
23.4, 20.1
73.0, 82.8
19.0, 24.8
75.3, 81.0
81.3, 25.1
46.1, 89.8
80.5, 75.8
54.3, 89.8
28.3, 83.6
81.6, 74.5
10.0, 51.2
10.8, 57.9
27.2, 17.1
46.8, 10.1
10.2, 45.6
11.8, 38.1
69.0, 85.2
19.2, 24.4
84.1, 70.9
24.4, 80.8
33.6, 13.5
84.9, 69.5
15.7, 29.5
89.3, 57.3
10.0, 49.0
14.0, 67.5
74.0, 18.0
90.0, 49.2
85.4, 31.3
90.0, 51.7
30.3, 15.2
89.7, 55.0
90.0, 49.2
14.3, 32.0
89.5, 56.3
79.8, 23.3
10.2, 46.1
81.7, 25.6
89.3, 57.7
85.9, 67.6
70.5, 84.4
11.5, 39.1
43.6, 89.5
43.4, 89.4
20.8, 22.6
29.7, 15.5
89.9, 53.1
19.7, 23.9
84.3, 29.5
30.2, 15.2
87.0, 65.2
35.5, 87.3
10.5, 43.7
64.8, 12.8
13.3, 34.1
10.2, 53.7
21.2, 22.3
73.0, 82.8
80.7, 75.6
87.9, 37.2
27.4, 17.0
37.1, 87.9
12.9, 65.0
10.6, 57.0
18.9, 24.8
12.3, 63.3
32.0, 14.3
20.9, 77.4
69.7, 15.2
88.4, 61.1
17.1, 72.8
74.9, 18.7
20.3, 23.2
73.0, 17.3
31.3, 85.4
38.8, 88.4
40.7, 11.1
88.1, 62.2
30.8, 85.1
52.8, 10.1
70.9, 15.9
45.1, 10.3
42.8, 10.7
89.8, 45.7
84.3, 29.4
86.2, 67.0
19.4, 75.8
73.1, 82.6
11.3, 60.2
74.4, 18.3
22.5, 79.1
81.5, 25.4
15.4, 29.9
14.6, 31.4
10.0, 48.3
13.9, 32.7
78.0, 21.4
12.3, 63.3
37.1, 12.1
10.3, 55.2
55.7, 89.6
34.8, 13.0
52.1, 89.9
10.0, 49.6
90.0, 49.3
66.2, 13.4
89.0, 41.3
10.0, 51.9
52.1, 10.1
59.2, 11.1
16.7, 72.2
89.8, 45.6
21.9, 21.5
10.1, 52.1
54.4, 89.8
36.3, 87.6
12.5, 36.0
13.2, 34.3
86.7, 66.0
79.7, 76.7
49.7, 10.0
32.1, 85.8
47.5, 89.9
71.0, 84.1
29.1, 15.9
67.1, 86.2
79.8, 76.7
33.5, 13.5
27.4, 83.0
37.2, 87.9
28.9, 16.0
47.2, 10.1
76.6, 79.8
89.3, 42.6
14.5, 68.3
67.6, 14.1
20.6, 77.1
13.3, 65.8
52.9, 89.9
71.6, 83.7
66.2, 86.6
78.1, 21.6
75.8, 19.4
46.6, 89.9
38.9, 88.4
12.0, 37.5
10.5, 43.6
89.3, 42.5
90.0, 49.0
24.1, 19.5
47.1, 10.1
14.3, 31.9
11.4, 60.4
13.1, 34.6
61.5, 11.7
12.2, 37.0
70.6, 15.7
34.6, 86.9
34.1, 13.3
86.3, 33.1
80.3, 76.1
19.5, 75.9
24.7, 81.0
32.9, 13.8
10.1, 46.9
89.9, 47.0
13.5, 66.3
89.7, 45.1
84.1, 29.0
11.9, 37.7
67.9, 85.8
71.6, 83.7
50.9, 10.0
74.3, 18.2
11.5, 39.1
89.0, 41.2
59.5, 11.2
56.9, 89.4
89.5, 56.2
79.7, 76.8
52.8, 10.1
18.1, 74.1
21.2, 77.7
55.9, 10.4
61.3, 11.6
65.6, 86.8
12.9, 65.1
42.8, 10.7
52.6, 10.1
11.5, 60.9
78.1, 78.4
86.7, 65.9
50.4, 90.0
22.0, 21.5
86.0, 67.5
10.9, 58.4
50.3, 90.0
35.3, 12.8
80.9, 75.5
87.1, 35.1
28.0, 83.4
67.2, 13.9
12.1, 37.2
88.1, 62.2
72.2, 83.3
19.7, 23.9
62.1, 88.1
82.4, 26.5
22.0, 21.4
12.0, 37.5
43.6, 10.5
22.3, 78.8
20.1, 23.4
51.7, 10.0
17.2, 72.9
31.8, 85.6
75.8, 19.4
67.9, 85.8
70.3, 15.6
36.8, 12.2
90.0, 49.3
11.0, 59.0
73.9, 17.9
20.7, 77.3
86.0, 32.5
22.3, 21.2
47.4, 89.9
86.1, 67.3
46.3, 89.8
85.1, 30.8
42.3, 89.2
32.9, 13.8
25.2, 81.4
54.5, 10.2
89.7, 54.8
17.9, 73.9
49.8, 10.0
16.2, 28.6
79.7, 76.8
19.4, 24.3
89.3, 42.5
83.7, 28.4
89.0, 58.7
23.6, 80.0
71.1, 16.0
86.0, 32.6
10.1, 46.6
44.2, 10.4
21.2, 22.2
89.0, 59.1
55.2, 89.7
11.2, 40.2
40.4, 11.2
14.3, 68.1
30.2, 84.8
38.1, 11.8
