89.8, 46.0
84.9, 69.5
62.9, 12.1
11.2, 59.7
59.0, 11.0
10.1, 52.2
89.9, 52.9
12.9, 65.1
50.1, 90.0
12.0, 37.5
36.2, 87.5
82.1, 73.9
67.9, 85.8
41.0, 11.0
23.4, 20.2
23.1, 79.6
26.0, 82.0
50.1, 90.0
82.1, 73.8
86.5, 33.7
10.8, 42.2
20.1, 76.5
89.1, 58.4
36.0, 87.5
64.7, 87.2
34.3, 86.8
38.1, 88.2
13.0, 65.1
10.3, 54.7
10.9, 58.4
79.3, 22.8
19.4, 24.2
89.8, 53.7
37.3, 87.9
83.0, 27.4
17.3, 73.0
88.0, 37.4
87.5, 36.1
18.8, 25.0
10.3, 45.1
55.1, 10.3
48.4, 10.0
88.6, 39.6
29.5, 15.7
47.5, 10.1
22.1, 78.7
57.2, 89.4
51.7, 10.0
34.7, 13.0
78.7, 77.9
41.9, 89.2
22.2, 78.8
16.8, 72.3
72.0, 83.4
11.3, 39.8
49.2, 10.0
10.0, 50.4
43.1, 10.6
34.2, 86.7
54.5, 89.8
10.5, 43.8
45.2, 89.7
80.4, 24.0
47.6, 10.1
34.0, 86.7
24.2, 80.6
38.7, 11.6
33.5, 86.4
33.9, 86.6
50.0, 10.0
10.1, 52.9
56.6, 10.6
48.7, 90.0
59.8, 88.8
51.4, 90.0
34.8, 13.0
60.3, 88.7
88.7, 39.7
89.4, 57.1
49.5, 10.0
31.2, 14.7
10.9, 41.4
10.4, 55.8
10.3, 44.9
48.2, 10.0
27.8, 16.7
32.3, 85.9
72.7, 82.9
35.8, 87.4
21.2, 22.3
90.0, 50.7
47.4, 10.1
85.8, 32.2
73.3, 82.5
80.4, 76.0
77.9, 21.3
82.5, 26.7
22.0, 78.5
45.9, 89.8
13.6, 33.4
13.8, 67.0
23.4, 79.9
12.0, 62.6
72.0, 16.6
88.5, 60.9
87.6, 63.6
61.4, 11.7
49.8, 90.0
63.2, 87.8
13.4, 33.9
52.0, 10.1
75.1, 81.1
87.5, 63.9
90.0, 51.5
46.1, 10.2
34.4, 13.2
86.6, 33.8
10.3, 54.6
59.7, 88.8
82.9, 27.3
10.0, 48.6
11.3, 60.0
42.7, 89.3
21.4, 78.0
10.4, 44.4
88.7, 39.9
89.7, 45.3
15.5, 70.3
61.6, 11.7
39.7, 88.7
57.3, 10.7
10.7, 57.6
14.6, 68.6
82.8, 27.1
65.6, 86.8
19.2, 24.5
56.9, 89.4
55.2, 89.7
44.7, 89.6
14.6, 31.3
83.9, 71.3
74.5, 81.7
85.3, 31.2
72.8, 82.8
24.6, 19.1
10.7, 42.3
43.2, 89.4
89.0, 59.1
39.0, 88.5
25.9, 18.0
17.0, 72.6
35.4, 12.8
22.6, 79.1
43.9, 89.5
11.9, 37.8
31.8, 14.4
84.7, 30.1
26.7, 82.5
54.1, 89.8
61.1, 88.4
10.1, 52.2
88.8, 40.4
11.9, 37.8
89.8, 53.5
27.7, 16.8
18.0, 73.9
14.3, 31.9
85.8, 32.2
77.4, 20.9
89.7, 55.1
10.8, 58.0
15.7, 70.6
90.0, 48.4
19.6, 24.0
81.3, 74.9
24.9, 81.1
66.5, 13.5
74.1, 18.1
72.2, 16.7
13.9, 32.8
81.6, 74.5
17.0, 27.4
52.0, 90.0
52.4, 10.1
62.2, 11.9
80.1, 76.3
80.3, 23.9
42.5, 10.7
74.8, 18.6
15.5, 70.3
86.0, 67.5
86.6, 33.8
34.0, 86.7
79.9, 76.5
52.6, 89.9
45.6, 89.8
89.8, 45.6
40.3, 88.8
62.9, 87.9
16.1, 71.3
83.4, 72.0
27.4, 83.0
89.7, 44.9
14.5, 31.5
42.2, 10.8
13.9, 32.8
69.9, 84.7
89.6, 55.9
44.6, 89.6
28.5, 16.3
90.0, 50.1
66.0, 86.7
16.9, 72.4
90.0, 49.5
74.9, 18.7
69.4, 85.0
75.9, 19.5
38.7, 88.4
34.8, 13.0
10.6, 56.9
58.4, 10.9
18.8, 75.0
88.8, 59.6
88.9, 40.8
34.2, 13.2
43.4, 10.5
81.7, 25.6
47.3, 10.1
24.1, 80.5
86.2, 66.9
16.4, 71.8
56.4, 10.5
13.6, 33.5
40.5, 11.2
21.2, 22.2
75.4, 19.1
76.0, 19.6
11.4, 39.6
16.1, 28.8
58.4, 10.9
87.6, 36.2
66.3, 86.5
72.7, 83.0
48.9, 10.0
76.3, 19.9
76.8, 20.3
36.1, 87.5
22.3, 78.9
29.0, 16.0
76.9, 20.4
62.3, 88.1
71.5, 83.7
35.5, 87.3
33.8, 86.6
72.3, 83.2
44.0, 89.5
20.2, 23.3
71.2, 83.9
25.7, 81.8
48.1, 10.0
82.7, 27.0
21.0, 22.5
11.3, 60.0
41.2, 89.0
90.0, 49.6
88.7, 39.7
40.9, 11.1
49.8, 10.0
89.9, 53.2
65.1, 13.0
65.4, 13.1
88.5, 39.2
61.6, 88.3
86.6, 66.0
42.1, 10.8
13.9, 67.3
31.8, 85.6
16.2, 28.6
10.5, 56.1
58.7, 89.0
10.0, 48.1
11.5, 60.8
12.3, 36.6
54.2, 10.2
78.6, 22.1
32.0, 14.3
64.6, 12.7
13.4, 33.9
20.6, 22.9
52.8, 89.9
79.2, 22.6
85.7, 68.1
33.8, 13.4
77.0, 20.5
15.5, 29.7
16.8, 27.7
32.7, 13.9
47.8, 10.1
77.0, 79.5
18.8, 24.9
24.7, 81.0
87.3, 64.3
12.5, 63.9
22.9, 20.6
83.9, 28.8
10.3, 45.4
38.5, 11.7
37.5, 88.0
23.7, 19.9
13.8, 32.9
51.5, 10.0
69.8, 84.8
82.0, 26.0
17.8, 73.8
54.7, 89.7
75.4, 80.9
27.4, 17.0
83.9, 71.2
10.5, 56.6
88.3, 61.6
76.5, 20.0
10.0, 50.4
16.4, 28.4
37.7, 88.1
77.0, 79.5
38.4, 11.7
12.0, 62.4
25.4, 18.4
25.9, 18.1
73.8, 17.9
90.0, 51.8
38.8, 11.6
90.0, 48.5
50.0, 10.0
10.9, 41.7
89.7, 54.9
44.8, 89.7
14.4, 68.2
10.0, 51.4
54.9, 89.7
13.6, 66.5
77.2, 79.3
25.9, 18.1
14.8, 31.0
84.2, 29.2
20.5, 77.1
19.4, 24.2
72.8, 17.1
14.8, 31.0
89.7, 54.7
10.8, 57.8
13.4, 33.8
44.3, 89.6
17.0, 27.4
41.0, 89.0
10.2, 46.5
63.5, 87.7
80.6, 24.3
75.2, 81.1
84.4, 29.5
17.4, 26.8
79.2, 77.3
87.5, 36.1
11.9, 37.9
61.3, 88.4
87.2, 35.3
28.7, 16.2
59.8, 11.2
50.9, 90.0
38.4, 88.3
29.5, 15.6
68.1, 14.3
57.8, 89.2
68.7, 14.6
45.0, 10.3
39.8, 88.7
24.8, 18.9
35.7, 12.7
57.4, 10.7
77.0, 20.5
10.4, 55.5
64.6, 87.2
85.7, 32.0
54.6, 89.7
78.0, 78.6
72.7, 17.0
82.6, 73.2
11.2, 59.8
44.3, 89.6
10.1, 47.2
88.0, 37.4
11.4, 39.4
59.9, 88.7
14.8, 69.1
64.7, 87.2
89.9, 47.6
55.3, 89.6
60.0, 88.7
32.0, 85.7
10.7, 42.6
40.3, 11.2
77.1, 79.4
84.0, 71.0
50.1, 10.0
28.1, 16.5
10.7, 57.3
20.9, 77.4
34.1, 86.7
14.0, 67.4
73.4, 82.5
88.8, 40.4
90.0, 51.4
87.6, 36.3
13.7, 33.2
73.9, 82.1
85.3, 68.8
67.5, 14.0
48.9, 10.0
56.8, 89.4
43.1, 89.4
81.1, 24.9
17.1, 72.8
24.9, 81.2
79.4, 77.1
32.9, 13.8
69.6, 15.1
46.6, 10.1
72.7, 17.0
47.9, 89.9
50.3, 10.0
49.8, 10.0
14.8, 69.0
35.9, 12.6
12.4, 63.7
42.1, 10.8
88.3, 38.5
16.9, 72.5
74.3, 18.2
88.5, 39.2
41.1, 89.0
56.5, 10.5
62.5, 12.0
80.0, 76.5
53.8, 89.8
27.0, 82.7
14.0, 32.5
44.0, 10.4
11.5, 61.0
76.8, 20.3
79.1, 77.4
10.1, 47.8
83.4, 28.0
37.0, 87.8
52.8, 10.1
36.8, 12.2
51.9, 90.0
10.2, 45.8
75.2, 18.9
58.1, 89.2
89.7, 54.9
15.8, 70.7
24.0, 80.4
89.6, 55.3
47.7, 89.9
28.3, 83.6
12.3, 63.5
10.7, 57.5
13.8, 66.9
57.9, 89.2
79.6, 23.1
67.4, 14.0
59.8, 11.2
79.4, 77.1
42.4, 89.3
80.4, 23.9
74.3, 81.8
36.3, 87.6
72.9, 82.8
87.4, 64.2
10.8, 42.0
67.8, 14.2
23.3, 20.2
63.6, 87.6
20.9, 77.4
89.8, 45.7
76.5, 80.0
56.7, 89.4
16.0, 71.1
11.9, 37.8
33.0, 13.8
44.0, 89.6
74.5, 18.4
31.4, 14.6
27.8, 83.3
25.8, 18.2
14.2, 32.2
26.3, 82.2
84.6, 30.0
87.5, 63.8
16.2, 28.6
10.1, 53.2
10.1, 46.5
22.1, 21.3
84.6, 70.0
61.7, 88.3
49.4, 90.0
67.0, 13.8
47.3, 10.1
88.7, 60.1
89.8, 45.8
70.5, 15.7
10.0, 49.7
71.6, 16.3
61.6, 11.7
80.2, 23.8
89.3, 42.7
76.2, 19.8
12.2, 36.9
67.2, 13.9
11.7, 38.6
13.1, 65.5
67.0, 86.2
11.9, 62.3
78.7, 22.1
85.1, 30.8
13.8, 67.1
65.5, 13.1
44.4, 89.6
16.5, 71.9
69.6, 84.9
17.3, 26.9
36.0, 87.5
23.5, 79.9
31.1, 85.3
13.6, 33.5
78.0, 21.4
90.0, 51.4
45.7, 10.2
86.5, 66.3
45.9, 10.2
46.4, 89.8
14.2, 67.9
90.0, 49.2
85.9, 67.6
17.4, 73.1
14.0, 67.5
89.1, 58.4
47.7, 10.1
39.1, 88.5
10.0, 50.9
10.7, 57.6
55.2, 10.3
42.7, 89.3
51.3, 90.0
10.4, 55.8
49.2, 90.0
77.3, 20.7
69.9, 84.7
52.4, 10.1
77.0, 20.5
68.5, 14.5
11.3, 60.3
84.9, 69.6
13.6, 33.3
40.0, 88.7
83.7, 71.5
81.3, 74.9
43.2, 10.6
36.2, 87.5
64.8, 12.9
75.6, 19.2
17.8, 26.3
84.2, 70.8
79.2, 22.6
76.0, 80.4
83.6, 71.7
40.0, 88.7
18.5, 25.4
64.8, 87.2
47.2, 10.1
10.0, 51.5
42.2, 10.8
76.0, 80.4
27.1, 17.2
14.9, 30.8
15.8, 29.3
75.0, 18.7
10.0, 48.6
83.7, 28.4
34.3, 13.2
15.1, 69.6
89.4, 57.1
74.7, 18.5
16.2, 28.6
10.0, 49.9
84.4, 70.4
18.6, 74.7
62.2, 88.1
35.1, 87.1
19.7, 23.9
75.4, 19.1
10.7, 42.3
87.4, 64.2
41.2, 11.0
49.4, 90.0
26.6, 17.6
82.2, 26.3
71.1, 16.0
69.1, 85.1
55.7, 10.4
85.7, 68.0
24.0, 19.6
82.2, 26.3
85.2, 30.9
10.3, 45.3
83.2, 27.6
26.0, 82.0
32.0, 14.3
17.6, 73.5
77.5, 21.0
45.6, 89.8
23.9, 19.7
75.7, 19.3
10.6, 43.0
18.0, 26.0
20.1, 76.5
87.1, 65.0
